"","gender","race","parental_level_of_education","lunch","test_preparation_course","math_score","reading_score","writing_score","average_score"
"902","female","group C","master's degree","standard","none",0.73,0.734939759036145,0.711111111111111,0.725274725274725
"903","female","group A","high school","free/reduced","completed",0.34,0.373493975903614,0.344444444444444,0.351648351648352
"904","female","group D","bachelor's degree","free/reduced","completed",0.93,1,1,0.974358974395604
"905","female","group D","some high school","free/reduced","none",0.67,0.807228915662651,0.822222222222222,0.761904761868132
"906","male","group D","some college","standard","none",0.88,0.72289156626506,0.744444444444444,0.787545787582418
"907","male","group B","high school","standard","none",0.57,0.373493975903614,0.455555555555556,0.472527472527473
"908","female","group D","some college","standard","completed",0.79,0.807228915662651,0.9,0.831501831538461
"909","female","group C","bachelor's degree","free/reduced","none",0.67,0.698795180722892,0.688888888888889,0.684981684945055
"910","male","group E","bachelor's degree","standard","completed",0.7,0.566265060240964,0.666666666666667,0.648351648351648
"911","male","group D","bachelor's degree","free/reduced","none",0.5,0.301204819277108,0.422222222222222,0.413919413956044
"912","female","group A","some college","standard","none",0.69,0.807228915662651,0.8,0.761904761868132
"913","female","group C","bachelor's degree","standard","completed",0.52,0.530120481927711,0.622222222222222,0.556776556813187
"914","female","group C","bachelor's degree","free/reduced","completed",0.47,0.542168674698795,0.622222222222222,0.542124542087912
"915","female","group B","associate's degree","free/reduced","none",0.46,0.530120481927711,0.5,0.494505494505495
"916","female","group E","some college","standard","none",0.68,0.63855421686747,0.622222222222222,0.648351648351648
"917","male","group E","bachelor's degree","standard","completed",1,1,1,1
"918","female","group C","high school","standard","none",0.44,0.530120481927711,0.466666666666667,0.476190476153846
"919","female","group C","associate's degree","standard","completed",0.57,0.72289156626506,0.777777777777778,0.684981684945055
"920","male","group B","some college","standard","completed",0.91,0.951807228915663,0.9,0.919413919450549
"921","male","group D","high school","free/reduced","none",0.69,0.63855421686747,0.633333333333333,0.655677655714286
"922","female","group C","high school","free/reduced","none",0.35,0.433734939759036,0.4,0.391941391978022
"923","male","group D","high school","standard","none",0.72,0.590361445783133,0.622222222222222,0.648351648351648
"924","female","group B","associate's degree","free/reduced","none",0.54,0.578313253012048,0.611111111111111,0.575091575054945
"925","male","group D","high school","free/reduced","none",0.74,0.63855421686747,0.655555555555556,0.681318681318681
"926","male","group E","some high school","standard","completed",0.74,0.566265060240964,0.555555555555556,0.626373626373626
"927","male","group E","associate's degree","free/reduced","none",0.64,0.469879518072289,0.466666666666667,0.531135531098901
"928","female","group D","high school","free/reduced","completed",0.65,0.530120481927711,0.677777777777778,0.622710622747253
"929","male","group E","associate's degree","free/reduced","completed",0.46,0.313253012048193,0.377777777777778,0.388278388241758
"930","female","group C","some high school","free/reduced","none",0.48,0.469879518072289,0.455555555555556,0.468864468901099
"931","male","group C","some college","free/reduced","completed",0.67,0.686746987951807,0.666666666666667,0.673992673956044
"932","male","group D","some college","free/reduced","none",0.62,0.481927710843373,0.577777777777778,0.564102564065934
"933","male","group D","associate's degree","free/reduced","completed",0.61,0.650602409638554,0.7,0.652014651978022
"934","male","group C","bachelor's degree","free/reduced","completed",0.7,0.698795180722892,0.711111111111111,0.703296703296703
"935","male","group C","associate's degree","standard","completed",0.98,0.843373493975904,0.888888888888889,0.908424908461538
"936","male","group D","some college","free/reduced","none",0.7,0.55421686746988,0.533333333333333,0.600732600769231
"937","male","group A","associate's degree","standard","none",0.67,0.481927710843373,0.477777777777778,0.549450549450549
"938","female","group E","high school","free/reduced","none",0.57,0.493975903614458,0.522222222222222,0.531135531098901
"939","male","group D","some college","standard","completed",0.85,0.771084337349398,0.833333333333333,0.820512820549451
"940","male","group D","some high school","standard","completed",0.77,0.614457831325301,0.655555555555556,0.684981684945055
"941","male","group C","master's degree","free/reduced","completed",0.72,0.590361445783133,0.688888888888889,0.67032967032967
"942","female","group D","master's degree","standard","none",0.78,0.891566265060241,0.955555555555556,0.871794871758242
"943","male","group C","high school","standard","none",0.81,0.590361445783133,0.6,0.673992673956044
"944","male","group A","some high school","free/reduced","completed",0.61,0.542168674698795,0.566666666666667,0.575091575054945
"945","female","group B","high school","standard","none",0.58,0.614457831325301,0.566666666666667,0.586080586043956
"946","female","group C","associate's degree","standard","none",0.54,0.530120481927711,0.533333333333333,0.534798534835165
"947","male","group B","high school","standard","none",0.82,0.783132530120482,0.777777777777778,0.794871794835165
"948","female","group D","some college","free/reduced","none",0.49,0.493975903614458,0.555555555555556,0.512820512857143
"949","male","group B","some high school","free/reduced","completed",0.49,0.397590361445783,0.466666666666667,0.454212454175824
"950","female","group E","high school","free/reduced","completed",0.57,0.698795180722892,0.7,0.652014651978022
"951","male","group E","high school","standard","none",0.94,0.674698795180723,0.677777777777778,0.772893772857143
"952","female","group D","some college","standard","completed",0.75,0.72289156626506,0.811111111111111,0.761904761868132
"953","female","group E","some high school","free/reduced","none",0.74,0.686746987951807,0.688888888888889,0.706959706923077
"954","male","group C","high school","standard","completed",0.58,0.421686746987952,0.488888888888889,0.501831501868132
"955","female","group C","some college","standard","none",0.62,0.626506024096386,0.655555555555556,0.633699633736264
"956","male","group E","associate's degree","standard","none",0.72,0.481927710843373,0.577777777777778,0.600732600769231
"957","male","group C","some college","standard","none",0.84,0.843373493975904,0.788888888888889,0.824175824175824
"958","female","group D","master's degree","standard","none",0.92,1,1,0.970695970659341
"959","female","group D","high school","standard","none",0.45,0.55421686746988,0.544444444444444,0.512820512857143
"960","male","group C","high school","standard","none",0.75,0.771084337349398,0.677777777777778,0.732600732637363
"961","female","group A","some college","standard","none",0.56,0.493975903614458,0.6,0.553113553076923
"962","female","group D","some high school","free/reduced","none",0.48,0.44578313253012,0.477777777777778,0.468864468901099
"963","female","group E","associate's degree","standard","none",1,1,1,1
"964","female","group C","some high school","free/reduced","completed",0.65,0.710843373493976,0.722222222222222,0.692307692307692
"965","male","group D","some college","standard","none",0.72,0.481927710843373,0.533333333333333,0.586080586043956
"966","female","group D","some college","standard","none",0.62,0.63855421686747,0.688888888888889,0.648351648351648
"967","male","group A","some high school","standard","completed",0.66,0.614457831325301,0.6,0.626373626373626
"968","male","group C","some college","standard","none",0.63,0.55421686746988,0.555555555555556,0.582417582417582
"969","female","group E","associate's degree","standard","none",0.68,0.710843373493976,0.633333333333333,0.673992673956044
"970","female","group B","bachelor's degree","standard","none",0.75,0.807228915662651,0.777777777777778,0.776556776593407
"971","female","group D","bachelor's degree","standard","none",0.89,1,1,0.95970695967033
"972","male","group C","some high school","standard","completed",0.78,0.662650602409639,0.655555555555556,0.703296703296703
"973","female","group A","high school","free/reduced","completed",0.53,0.397590361445783,0.555555555555556,0.498168498131868
"974","female","group D","some college","free/reduced","none",0.49,0.578313253012048,0.566666666666667,0.542124542087912
"975","female","group A","some college","standard","none",0.54,0.55421686746988,0.633333333333333,0.575091575054945
"976","female","group C","some college","standard","completed",0.64,0.783132530120482,0.744444444444444,0.717948717912088
"977","male","group B","some college","free/reduced","completed",0.6,0.542168674698795,0.555555555555556,0.567765567802198
"978","male","group C","associate's degree","standard","none",0.62,0.578313253012048,0.533333333333333,0.578754578791209
"979","male","group D","high school","standard","completed",0.55,0.289156626506024,0.422222222222222,0.428571428571429
"980","female","group C","associate's degree","standard","none",0.91,0.939759036144578,0.933333333333333,0.926739926703297
"981","female","group B","high school","free/reduced","none",0.08,0.0843373493975904,0.144444444444444,0.102564102527473
"982","male","group D","some high school","standard","none",0.81,0.734939759036145,0.755555555555556,0.769230769230769
"983","male","group B","some high school","standard","completed",0.79,0.819277108433735,0.844444444444444,0.816849816813187
"984","female","group A","some college","standard","completed",0.78,0.843373493975904,0.9,0.838827838791209
"985","female","group C","some high school","standard","none",0.74,0.698795180722892,0.8,0.747252747252747
"986","male","group A","high school","standard","none",0.57,0.409638554216867,0.488888888888889,0.494505494505495
"987","female","group C","associate's degree","standard","none",0.4,0.506024096385542,0.455555555555556,0.450549450549451
"988","male","group E","some high school","standard","completed",0.81,0.698795180722892,0.733333333333333,0.750915750879121
"989","female","group A","some high school","free/reduced","none",0.44,0.337349397590361,0.388888888888889,0.391941391978022
"990","female","group D","some college","free/reduced","completed",0.67,0.831325301204819,0.811111111111111,0.765567765604396
"991","male","group E","high school","free/reduced","completed",0.86,0.771084337349398,0.722222222222222,0.787545787582418
"992","female","group B","some high school","standard","completed",0.65,0.783132530120482,0.755555555555556,0.725274725274725
"993","female","group D","associate's degree","free/reduced","none",0.55,0.710843373493976,0.733333333333333,0.659340659340659
"994","female","group D","bachelor's degree","free/reduced","none",0.62,0.662650602409639,0.711111111111111,0.663003662967033
"995","male","group A","high school","standard","none",0.63,0.55421686746988,0.577777777777778,0.58974358978022
"996","female","group E","master's degree","standard","completed",0.88,0.987951807228916,0.944444444444444,0.934065934065934
"997","male","group C","high school","free/reduced","none",0.62,0.457831325301205,0.5,0.531135531098901
"998","female","group C","high school","free/reduced","completed",0.59,0.650602409638554,0.611111111111111,0.615384615384615
"999","female","group D","some college","standard","completed",0.68,0.734939759036145,0.744444444444444,0.717948717912088
"1000","female","group D","some college","free/reduced","none",0.77,0.831325301204819,0.844444444444444,0.813186813186813
